control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,indiv_group2,group_recheck
Ramirez15,17,Ramirez1517,1,50,14,1827.214286,6076,2,1,6,3,1,1,41,1,1,1,-1
RedYellowBlueOrange,17,RedYellowBlueOrange17,1,51,17,256.0588235,674.4,5,0,8,3,1,1,41,1,1,1,1
RichardsAgnew,17,RichardsAgnew17,1,51,9,1019.888889,1500.666667,6,0,2,0,1,1,41,1,1,1,1
SarahRay21,17,SarahRay2117,1,51,2,1928.5,1928.5,2,0,0,0,1,1,41,1,1,1,1
Scabler72,17,Scabler7217,1,50,4,3583,14161,1,0,2,0,1,1,41,1,1,1,-1
SJK096,17,SJK09617,1,51,11,1173.727273,0,0,0,7,3,0,1,41,1,1,1,1
Tarrynkahre,17,Tarrynkahre17,1,51,7,1750.571429,0,2,0,4,0,1,1,41,1,1,1,-1
The real B.A.,17,The real B.A.17,1,50,7,2018.714286,2316,3,0,3,0,1,1,41,1,1,1,1
Thehuntercc,17,Thehuntercc17,1,51,21,746.0952381,463.7692308,13,0,7,0,9,1,41,1,1,1,1
Ward1855,17,Ward185517,1,51,66,365.6363636,502.1428571,14,0,47,4,1,1,41,1,1,1,1
Dl.jung90,22,Dl.jung9022,1,42,8,34,0,0,0,4,0,0,1,14,1,1,1,1
Dsjarrett91,22,Dsjarrett9122,1,36,19,129.5789474,0,0,3,11,3,0,1,14,1,1,1,1
Fernanda Escalante,22,Fernanda Escalante22,1,45,21,160.3809524,0,0,0,9,3,0,1,14,1,1,1,1
Fernando.melero,22,Fernando.melero22,1,41,6,6.5,0,0,0,0,0,0,1,14,1,1,1,1
Jamelynwheeler,22,Jamelynwheeler22,1,79,6,249.3333333,0,0,0,3,0,0,1,14,1,1,1,1
Joscling,22,Joscling22,1,0,1,0,0,0,0,0,0,0,1,14,1,1,1,1
Lgiacomino,22,Lgiacomino22,1,20,18,133.1666667,0,0,0,8,1,0,1,14,1,1,1,1
Maccoult,22,Maccoult22,1,77,26,178.5384615,284.5,4,0,11,0,3,1,14,1,1,1,-1
MBPollock42,22,MBPollock4222,1,79,13,946.1538462,22,2,2,3,0,2,1,14,1,1,1,-1
Mollycole,22,Mollycole22,1,101,4,448.5,1345,1,1,0,0,1,1,14,1,1,1,-1
Nmblaker,22,Nmblaker22,1,56,37,27.62162162,0,0,19,3,1,0,1,14,1,1,1,1
Omirandare,22,Omirandare22,1,78,36,163.0833333,0,0,5,8,5,0,1,14,1,1,1,1
Sarroniz,22,Sarroniz22,1,79,8,496.25,0,0,0,6,0,0,1,14,1,1,1,1
StephanieFigz,22,StephanieFigz22,1,79,3,662.6666667,0,0,0,2,0,0,1,14,1,1,1,1
Aam156,24,Aam15624,1,82,41,547.6097561,329,22,5,12,2,2,1,32,1,1,1,1
Alexandralopez324,24,Alexandralopez32424,1,66,13,239.3076923,0,0,0,9,3,0,1,32,1,1,1,1
AnthonyP11,24,AnthonyP1124,1,74,4,304.5,0,0,1,2,0,0,1,32,1,1,1,1
Austintxguy02,24,Austintxguy0224,1,42,6,1157.166667,0,0,0,4,0,0,1,32,1,1,1,1
B j36,24,B j3624,1,82,41,759.3414634,382.4285714,7,1,21,9,2,1,32,1,1,1,1
B p145,24,B p14524,1,66,21,997.952381,0,0,0,21,0,0,1,32,1,1,1,1
Commmajor20,24,Commmajor2024,1,80,19,1501.052632,738.1666667,6,1,12,0,1,1,32,1,1,1,1
D h200,24,D h20024,1,75,23,822.826087,1201.666667,6,1,12,3,1,1,32,1,1,1,1
Dewhirsta,24,Dewhirsta24,1,227,19,417,71,3,2,12,0,1,1,32,1,1,1,1
Drewvilla2,24,Drewvilla224,1,80,11,971.6363636,-4,1,0,8,1,1,1,32,1,1,1,1
Edwin Valverde,24,Edwin Valverde24,1,80,23,378.826087,127.8571429,7,1,15,0,2,1,32,1,1,1,1
Ejcadena95,24,Ejcadena9524,1,82,9,1877.111111,801,2,0,6,0,1,1,32,1,1,1,1
Ese.agho,24,Ese.agho24,1,87,24,1058.458333,300.1111111,9,2,10,0,1,1,32,1,1,1,1
Genepride,24,Genepride24,1,80,13,870.7692308,1003.5,4,0,8,0,1,1,32,1,1,1,1
Hulkhoganpantera,24,Hulkhoganpantera24,1,217,17,632.8823529,210.8333333,6,2,8,0,1,1,32,1,1,1,1
Jeremy099,24,Jeremy09924,1,627,7,54,0,0,0,6,0,0,1,32,1,1,1,1
Jkell96,24,Jkell9624,1,82,10,367.1,0,0,0,8,1,0,1,32,1,1,1,1
Kaleplumlee,24,Kaleplumlee24,1,63,13,291.4615385,-92.42857143,7,0,5,0,1,1,32,1,1,1,1
Korina-NP,24,Korina-NP24,1,227,25,853.08,2699.5,2,0,20,3,1,1,32,1,1,1,1
Krposton4,24,Krposton424,1,77,19,235.9473684,672.5,2,3,11,0,1,1,32,1,1,1,1
Ljcarrillo7,24,Ljcarrillo724,1,75,12,501.3333333,383.6666667,3,2,5,0,1,1,32,1,1,1,1
Maa198,24,Maa19824,1,82,35,316.5142857,117.8461538,13,7,14,0,1,1,32,1,1,1,1
Mackenziediaz11,24,Mackenziediaz1124,1,63,12,677.25,0,0,0,10,1,0,1,32,1,1,1,1
Mirandaminer,24,Mirandaminer24,1,83,38,295.6052632,214.4545455,11,2,21,4,1,1,32,1,1,1,1
PerlaPerez1,24,PerlaPerez124,1,227,16,656.3125,1048.333333,3,0,12,0,1,1,32,1,1,1,1
Samanthareds,24,Samanthareds24,1,83,10,1100.5,1242,1,1,7,0,1,1,32,1,1,1,1
Senniavarelat,24,Senniavarelat24,1,49,9,110,0,0,0,5,3,0,1,32,1,1,1,1
SpencerCard,24,SpencerCard24,1,227,10,845.2,1211,1,2,5,0,1,1,32,1,1,1,1
Torijay1466,24,Torijay146624,1,227,8,1139.125,198,1,0,6,0,1,1,32,1,1,1,1
Tstamp2,24,Tstamp224,1,506,51,588.6470588,538.3888889,18,1,27,0,2,1,32,1,1,1,1
WilliamCadman,24,WilliamCadman24,1,74,15,704.1333333,0,0,1,10,3,0,1,32,1,1,1,1
Williamskel4,24,Williamskel424,1,74,14,871.5,0,0,2,10,0,0,1,32,1,1,1,1
Achau11,25,Achau1125,1,101,49,302.4693878,895.2857143,7,0,39,1,2,1,11,1,1,1,-1
Brennadaul2,25,Brennadaul225,1,87,37,-21.83783784,0,0,0,35,0,0,1,11,1,1,1,1
Brewit,25,Brewit25,1,100,81,122.4320988,120.7567568,74,0,4,0,1,1,11,1,1,1,1
Gbreeland,25,Gbreeland25,1,97,48,206.7291667,4574,1,0,43,0,1,1,11,1,1,1,-1
Gdawgme,25,Gdawgme25,1,1160,39,316.4615385,92.36842105,19,0,16,1,5,1,11,1,1,1,1
Jchodges0816,25,Jchodges081625,1,96,17,254.7058824,362.7,10,0,5,0,1,1,11,1,1,1,1
Laurenlang6,25,Laurenlang625,1,109,66,171.2424242,0,0,0,64,0,0,1,11,1,1,1,1
Nfidan1,25,Nfidan125,1,96,55,81.07272727,70.11363636,44,0,8,1,1,1,11,1,1,1,1
Rgarre4,25,Rgarre425,1,87,37,293.7027027,337.2333333,30,0,4,0,2,1,11,1,1,1,-1
Rgrego4,25,Rgrego425,1,100,34,191.5294118,241.4545455,22,0,9,0,1,1,11,1,1,1,1
ShaneRichard11,25,ShaneRichard1125,1,95,47,381.9787234,7916,1,0,40,4,1,1,11,1,1,1,-1
Stanleyf12,25,Stanleyf1225,1,97,24,414.8333333,541.2777778,18,0,4,0,1,1,11,1,1,1,1
Abrandon67,27,Abrandon6727,1,50,39,245.5897436,239.2608696,23,1,12,0,1,1,12,1,1,1,-1
Alpinetrout,27,Alpinetrout27,1,48,16,942.375,1000.2,15,0,1,0,1,1,12,1,1,1,-1
CphamX6511,27,CphamX651127,1,49,24,213.5,793.3333333,3,1,17,2,1,1,12,1,1,1,-1
Dinohunter1972,27,Dinohunter197227,1,49,6,-5,0,0,6,0,0,0,1,12,1,1,1,1
Jerresette,27,Jerresette27,1,43,1,92,0,0,0,0,0,0,1,12,1,1,1,1
Kc1130,27,Kc113027,1,32,16,131.75,669,1,1,12,1,1,1,12,1,1,1,1
KJHarris1234,27,KJHarris123427,1,47,2,7487.5,0,0,0,2,0,0,1,12,1,1,1,1
L!z27d4,27,L!z27d427,1,37,7,114.2857143,0,0,0,6,0,0,1,12,1,1,1,1
Lindsey7120,27,Lindsey712027,1,43,1,95,0,0,0,0,0,0,1,12,1,1,1,1
Rkuklok,27,Rkuklok27,1,44,14,354.7857143,663.8333333,6,0,5,0,1,1,12,1,1,1,-1
Samanthacrawley,27,Samanthacrawley27,1,44,11,398.5454545,475.1111111,9,0,2,0,1,1,12,1,1,1,-1
SuzyN5,27,SuzyN527,1,48,10,921.9,2761,3,0,6,0,2,1,12,1,1,1,-1
Acbrown44,28,Acbrown4428,1,22,5,93.6,0,0,0,3,0,0,1,31,1,1,1,1
AminaZadeh,28,AminaZadeh28,1,22,6,140.8333333,0,0,0,4,0,0,1,31,1,1,1,1
AmyPell,28,AmyPell28,1,106,11,-1048.818182,20.66666667,6,1,3,0,1,1,31,1,1,1,1
Apollo210,28,Apollo21028,1,88,12,105.8333333,104.625,8,0,3,0,2,1,31,1,1,1,1
Catiashorty,28,Catiashorty28,1,161,6,376.3333333,1780,1,0,4,0,1,1,31,1,1,1,1
Cryan22,28,Cryan2228,1,33,5,92,0,0,0,3,0,0,1,31,1,1,1,1
Dillenlao,28,Dillenlao28,1,14,2,68.5,0,0,0,2,0,0,1,31,1,1,1,1
Earcher1,28,Earcher128,1,20,3,113.6666667,0,0,0,3,0,0,1,31,1,1,1,1
GabiUdell,28,GabiUdell28,1,22,5,93.6,0,0,0,3,0,0,1,31,1,1,1,1
Globalwomen,28,Globalwomen28,1,21,12,95,0,0,0,10,0,0,1,31,1,1,1,1
Gwakelee,28,Gwakelee28,1,106,3,1774.333333,5186,1,0,2,0,1,1,31,1,1,1,1
Hmcmechan,28,Hmcmechan28,1,20,4,108.5,0,0,0,3,0,0,1,31,1,1,1,1
JBelza,28,JBelza28,1,22,6,110,0,0,0,4,0,0,1,31,1,1,1,1
Jestra16,28,Jestra1628,1,103,15,142,243.5,6,1,3,0,1,1,31,1,1,1,1
Jmorales35,28,Jmorales3528,1,119,6,1027.5,5525,1,0,4,0,1,1,31,1,1,1,1
KAQ29,28,KAQ2928,1,23,10,112,0,0,0,9,0,0,1,31,1,1,1,1
KealaniT,28,KealaniT28,1,106,6,-72.83333333,-433.5,2,0,3,0,1,1,31,1,1,1,1
KerenS,28,KerenS28,1,106,8,470.375,1047,3,0,4,0,1,1,31,1,1,1,1
Keytarcat,28,Keytarcat28,1,28,10,120.5,0,0,0,7,1,0,1,31,1,1,1,1
Kjdavis95,28,Kjdavis9528,1,22,8,100.375,0,0,0,5,0,0,1,31,1,1,1,1
Knm2093,28,Knm209328,1,106,7,450.8571429,909.3333333,3,0,3,0,1,1,31,1,1,1,1
Maccoe09,28,Maccoe0928,1,21,5,92.8,0,0,0,3,0,0,1,31,1,1,1,1
Mareval2,28,Mareval228,1,105,10,147.8,318,3,1,4,0,1,1,31,1,1,1,1
Mmertz1,28,Mmertz128,1,99,6,129.8333333,326,1,0,3,0,1,1,31,1,1,1,1
Muedemum,28,Muedemum28,1,106,41,505,220.3333333,3,7,7,7,2,1,31,1,1,1,1
Pfranco2,28,Pfranco228,1,20,10,47.9,0,0,0,9,0,0,1,31,1,1,1,1
S1023p,28,S1023p28,1,14,4,106,0,0,0,3,0,0,1,31,1,1,1,1
S13rown,28,S13rown28,1,106,13,125,-101,2,0,9,0,1,1,31,1,1,1,1
SaharaWalker,28,SaharaWalker28,1,106,13,208.4615385,476.75,4,1,5,0,1,1,31,1,1,1,1
Tweaver2,28,Tweaver228,1,14,4,107.5,0,0,0,3,0,0,1,31,1,1,1,1
Tylermckim,28,Tylermckim28,1,107,14,117.5714286,157.1666667,6,1,4,0,1,1,31,1,1,1,1
ZhiyinZheng,28,ZhiyinZheng28,1,106,5,606.2,2591,1,0,3,0,1,1,31,1,1,1,1
Ah728213,29,Ah72821329,1,77,36,289.6666667,390.5,10,3,11,9,2,1,16,1,1,1,1
Belen Sianetha,29,Belen Sianetha29,1,73,80,259.925,490.1666667,6,10,51,6,2,1,16,1,1,1,1
Clarepalo,29,Clarepalo29,1,34,4,47.5,15,1,0,2,0,1,1,16,1,1,1,1
Erica Leigh Penoyer Lange,29,Erica Leigh Penoyer Lange29,1,45,9,176.6666667,972,1,3,2,0,1,1,16,1,1,1,-1
Jon Stansell,29,Jon Stansell29,1,605,34,233.3235294,155.3333333,9,7,7,5,2,1,16,1,1,1,1
KMMerkle,29,KMMerkle29,1,105,15,69.2,232.6666667,6,2,3,1,2,1,16,1,1,1,1
KristaFrost,29,KristaFrost29,1,102,16,193.875,0,0,3,7,3,0,1,16,1,1,1,1
LouisBaragona,29,LouisBaragona29,1,77,13,286.8461538,386.6666667,3,5,2,0,1,1,16,1,1,1,1
Lr270306,29,Lr27030629,1,76,52,159.7884615,110.5882353,17,14,6,3,3,1,16,1,1,1,1
Mila ja mila,29,Mila ja mila29,1,73,107,367.8598131,747.6666667,30,20,39,13,4,1,16,1,1,1,1
RossDickerhoof,29,RossDickerhoof29,1,17,12,136.5833333,372,1,0,7,3,1,1,16,1,1,1,1
RT896713,29,RT89671329,1,76,22,109.2727273,183.8333333,6,6,4,0,1,1,16,1,1,1,1
Sadiemeade,29,Sadiemeade29,1,81,40,184.7,368.75,8,8,12,6,2,1,16,1,1,1,1
Sg301209,29,Sg30120929,1,75,22,351.6363636,624.8,5,3,3,8,1,1,16,1,1,1,1
TroxelR,29,TroxelR29,1,76,18,198.5555556,532.25,4,4,4,3,3,1,16,1,1,1,1
YbGrrl,29,YbGrrl29,1,56,24,165.5833333,187.3333333,6,4,6,5,4,1,16,1,1,1,1
Akstudent,31,Akstudent31,1,58,74,327.1486486,260.9821429,56,1,10,6,5,1,19,1,1,1,1
DerLenker,31,DerLenker31,1,62,23,472.6956522,429.8421053,19,3,1,0,5,1,19,1,1,1,1
Fang of helios,31,Fang of helios31,1,14,6,112.5,161.5,2,0,3,0,1,1,19,1,1,1,-1
Forbiddendave,31,Forbiddendave31,1,61,44,557.1590909,703.28,25,6,10,2,7,1,19,1,1,1,1
HYLb2st,31,HYLb2st31,1,62,55,322.6363636,259.2222222,45,3,4,2,2,1,19,1,1,1,1
Hyunjun437,31,Hyunjun43731,1,62,81,329.9012346,115.7460317,63,1,15,1,2,1,19,1,1,1,1
Karna and Bhima,31,Karna and Bhima31,1,47,24,645.2083333,1189.75,4,1,16,1,3,1,19,1,1,1,1
Krifa206,31,Krifa20631,1,62,21,920,600.5,8,1,11,0,3,1,19,1,1,1,1
Mattchun93,31,Mattchun9331,1,62,60,399.4833333,496.6666667,24,3,32,0,3,1,19,1,1,1,1
Nightingale143,31,Nightingale14331,1,61,99,225.6969697,249.382716,81,13,3,1,7,1,19,1,1,1,1
Pearltmiller,31,Pearltmiller31,1,63,71,347.8873239,339.0208333,48,0,23,0,6,1,19,1,1,1,1
Petranmancan,31,Petranmancan31,1,62,77,191.8571429,176.6212121,66,0,4,5,2,1,19,1,1,1,1
Pinklaine,31,Pinklaine31,1,85,76,543.9868421,471.0714286,42,1,33,0,6,1,19,1,1,1,1
Rk01220,31,Rk0122031,1,62,39,661.7948718,751.5714286,28,3,6,1,5,1,19,1,1,1,1
Santosm8,31,Santosm831,1,58,50,478.62,230.6428571,42,1,1,4,2,1,19,1,1,1,1
Secondabroad0909,31,Secondabroad090931,1,56,49,674.7142857,839.8947368,19,1,27,0,3,1,19,1,1,1,1
UWAbe17,31,UWAbe1731,1,42,29,316.1724138,34.84615385,13,0,14,1,1,1,19,1,1,1,1
Wangemily3,31,Wangemily331,1,61,55,595.8727273,468.2105263,38,1,14,0,2,1,19,1,1,1,1
Wisteria38,31,Wisteria3831,1,58,60,233.1666667,242.4444444,54,2,1,3,8,1,19,1,1,1,1
Adnan1192,32,Adnan119232,1,35,26,113.9615385,0,0,10,9,3,0,1,31,1,1,1,1
Albahi1988,32,Albahi198832,1,36,3,61.33333333,0,0,0,2,0,0,1,31,1,1,1,1
AmadoR,32,AmadoR32,1,32,11,124,0,0,1,5,3,0,1,31,1,1,1,1
Anitaebadi,32,Anitaebadi32,1,35,15,96.4,0,0,0,10,4,0,1,31,1,1,1,1
Austinhtmn,32,Austinhtmn32,1,7,3,57,0,0,0,2,0,0,1,31,1,1,1,1
Celtic Chef,32,Celtic Chef32,1,36,1,763,763,1,0,0,0,1,1,31,1,1,1,-1
Christineyc,32,Christineyc32,1,35,11,162.9090909,0,0,0,7,3,0,1,31,1,1,1,1
Cladita91,32,Cladita9132,1,35,6,51.33333333,0,0,2,2,0,0,1,31,1,1,1,1
Dalalnw,32,Dalalnw32,1,29,4,39.75,0,0,0,2,0,0,1,31,1,1,1,1
Eelyn1,32,Eelyn132,1,29,8,16,0,0,5,2,0,0,1,31,1,1,1,1
Ejt41892,32,Ejt4189232,1,36,6,91,0,0,0,4,1,0,1,31,1,1,1,1
Enm13209,32,Enm1320932,1,35,10,89.9,0,0,0,2,3,0,1,31,1,1,1,1
Grh 30,32,Grh 3032,1,21,3,50.66666667,0,0,0,2,0,0,1,31,1,1,1,1
HtmnnAustin,32,HtmnnAustin32,1,31,12,95.16666667,0,0,1,6,3,0,1,31,1,1,1,1
Imsiddkidd,32,Imsiddkidd32,1,37,1,0,0,0,0,0,0,0,1,31,1,1,1,1
JC29226,32,JC2922632,1,30,12,381.8333333,0,0,1,6,4,0,1,31,1,1,1,1
Kate.mackay10,32,Kate.mackay1032,1,35,5,897.8,0,0,0,4,0,0,1,31,1,1,1,1
Kelleedine,32,Kelleedine32,1,34,5,612.4,0,0,0,4,0,0,1,31,1,1,1,1
Lambology,32,Lambology32,1,35,11,103.6363636,0,0,0,7,3,0,1,31,1,1,1,1
Lesley15,32,Lesley1532,1,34,6,630.6666667,0,0,0,5,0,0,1,31,1,1,1,1
Lingshwn,32,Lingshwn32,1,30,35,213.6857143,0,0,5,27,0,0,1,31,1,1,1,1
Lujana123,32,Lujana12332,1,36,8,115.875,0,0,0,4,3,0,1,31,1,1,1,1
Magraaay,32,Magraaay32,1,35,24,321.4583333,0,0,4,15,3,0,1,31,1,1,1,1
Mar ling2016,32,Mar ling201632,1,36,3,118.6666667,0,0,0,2,0,0,1,31,1,1,1,1
Phillipvl,32,Phillipvl32,1,35,30,116.3,0,16,4,7,3,1,1,31,1,1,1,-1
Rshanblatt,32,Rshanblatt32,1,34,6,420.3333333,0,0,1,3,0,0,1,31,1,1,1,1
Sarahfphillips,32,Sarahfphillips32,1,35,4,182,0,0,0,3,0,0,1,31,1,1,1,1
Sschuler,32,Sschuler32,1,35,18,343.5555556,0,0,1,12,4,0,1,31,1,1,1,1
Stee4257,32,Stee425732,1,34,12,412.1666667,0,0,0,5,6,0,1,31,1,1,1,1
Victor823,32,Victor82332,1,35,16,382.75,0,0,1,12,0,0,1,31,1,1,1,1
Yoonju4,32,Yoonju432,1,35,4,41.25,0,0,0,3,0,0,1,31,1,1,1,1
AkshdeepSandhu,34,AkshdeepSandhu34,1,72,6,805.6666667,0,0,1,3,0,0,1,33,1,1,1,1
AlexandriaBaugh,34,AlexandriaBaugh34,1,77,13,183.5384615,0,0,0,12,0,0,1,33,1,1,1,1
Bethanydelbegio,34,Bethanydelbegio34,1,60,3,58.33333333,0,0,0,2,0,0,1,33,1,1,1,1
Celestiefied,34,Celestiefied34,1,79,13,3715.153846,12651.5,2,0,10,0,1,1,33,1,1,1,-1
Daniel.rdzbosque,34,Daniel.rdzbosque34,1,73,6,486,0,0,0,5,0,0,1,33,1,1,1,1
Elanef,34,Elanef34,1,79,39,172.6153846,0,0,2,37,0,0,1,33,1,1,1,1
Fnhgroup3,34,Fnhgroup334,1,76,20,556.85,0,0,1,14,3,0,1,33,1,1,1,1
Foodienut,34,Foodienut34,1,79,29,1158.724138,1103.5,2,0,26,0,1,1,33,1,1,1,-1
Foucherp,34,Foucherp34,1,30,2,67.5,0,0,0,2,0,0,1,33,1,1,1,1
Hanclarence,34,Hanclarence34,1,77,7,628.2857143,0,0,0,6,0,0,1,33,1,1,1,1
Hj624,34,Hj62434,1,79,5,453.6,0,0,0,5,0,0,1,33,1,1,1,1
Ilanwright87,34,Ilanwright8734,1,74,14,703.7142857,0,0,3,5,5,0,1,33,1,1,1,1
Isabela Fuster Rau,34,Isabela Fuster Rau34,1,67,4,692,0,0,0,3,0,0,1,33,1,1,1,1
Isabelle Philpott96,34,Isabelle Philpott9634,1,51,3,59.66666667,0,0,0,2,0,0,1,33,1,1,1,1
Jssiu,34,Jssiu34,1,79,13,2521.153846,15027.5,2,3,7,0,1,1,33,1,1,1,-1
Laurabrager,34,Laurabrager34,1,79,9,4380.111111,12376,2,0,7,0,1,1,33,1,1,1,1
Leahgirvitz,34,Leahgirvitz34,1,120,6,1630.333333,0,0,1,3,0,0,1,33,1,1,1,1
Lisa.popplewell,34,Lisa.popplewell34,1,79,33,231,0,0,0,33,0,0,1,33,1,1,1,1
Liushiye,34,Liushiye34,1,80,101,244.2970297,-137,1,3,83,14,1,1,33,1,1,1,1
Lsalimbangon,34,Lsalimbangon34,1,80,23,1926,2103,21,0,2,0,1,1,33,1,1,1,1
Megc2096,34,Megc209634,1,80,27,387.1481481,0,0,0,26,0,0,1,33,1,1,1,1
MichelleYHWu,34,MichelleYHWu34,1,79,20,185.55,46.9,10,1,7,0,1,1,33,1,1,1,1
Miriamchen 0426,34,Miriamchen 042634,1,77,8,739.875,0,0,0,7,1,0,1,33,1,1,1,1
Navarroguerra,34,Navarroguerra34,1,79,6,497.5,0,0,1,2,1,0,1,33,1,1,1,1
Nedakeshtkar,34,Nedakeshtkar34,1,60,3,57.33333333,0,0,0,2,0,0,1,33,1,1,1,1
Nianliu,34,Nianliu34,1,39,3,928,0,0,0,2,1,0,1,33,1,1,1,1
Nicolehsw,34,Nicolehsw34,1,79,10,1536,0,0,3,5,0,0,1,33,1,1,1,1
Noraxuanhong,34,Noraxuanhong34,1,79,12,184.1666667,0,0,2,7,0,0,1,33,1,1,1,1
Novak73,34,Novak7334,1,528,3,55.66666667,0,0,0,2,0,0,1,33,1,1,1,1
PrescottC,34,PrescottC34,1,80,9,2779.777778,19894,1,0,8,0,1,1,33,1,1,1,-1
TahneIao,34,TahneIao34,1,17,2,67.5,0,0,0,2,0,0,1,33,1,1,1,1
Wubrian,34,Wubrian34,1,77,6,29.16666667,0,0,0,4,1,0,1,33,1,1,1,1
Yasamansairafi,34,Yasamansairafi34,1,79,5,225.8,0,0,0,4,0,0,1,33,1,1,1,1
Bf255,35,Bf25535,1,77,53,251.4150943,161.5714286,42,3,5,1,6,1,6,1,1,1,-1
Chris6734,35,Chris673435,1,76,25,386.68,387.8235294,17,4,1,1,5,1,6,1,1,1,1
Dpr78,35,Dpr7835,1,77,41,414.0243902,365.4666667,30,3,5,1,6,1,6,1,1,1,1
Mattakbar,35,Mattakbar35,1,77,60,384.2333333,199.7674419,43,5,9,0,3,1,6,1,1,1,1
Strahlendstern,35,Strahlendstern35,1,40,4,88.25,0,0,0,1,1,0,1,6,1,1,1,1
WenCOB,35,WenCOB35,0,842,45,312.3555556,350.0344828,29,9,2,0,8,1,6,1,1,1,1
Akibah,37,Akibah37,1,53,190,128.2263158,129.3481013,158,5,16,8,7,1,23,1,1,1,1
Alefuentes05,37,Alefuentes0537,1,31,22,305.6818182,1334,3,1,16,1,2,1,23,1,1,1,1
Amybuckley25,37,Amybuckley2537,1,30,24,178.25,199.3636364,11,3,6,3,2,1,23,1,1,1,1
Arquill,37,Arquill37,1,1345,26,273.2692308,419.5,12,0,9,4,2,1,23,1,1,1,1
Blr992,37,Blr99237,1,38,33,231.1212121,346,17,1,10,4,2,1,23,1,1,1,1
CarrieSurbaugh,37,CarrieSurbaugh37,1,36,24,440.5833333,991.2222222,9,1,9,4,2,1,23,1,1,1,-1
Cgilley,37,Cgilley37,1,38,57,163.877193,186.826087,46,1,8,1,4,1,23,1,1,1,1
Chowington,37,Chowington37,1,37,11,1842.545455,2224.75,4,0,4,2,2,1,23,1,1,1,1
ElisabethDillon,37,ElisabethDillon37,1,39,18,481.4444444,587.1666667,12,0,3,2,2,1,23,1,1,1,1
Jyim4695,37,Jyim469537,1,38,11,-543.8181818,-1277.8,5,1,1,3,3,1,23,1,1,1,1
Laceykarla,37,Laceykarla37,1,37,34,193.5588235,198.04,25,0,7,1,2,1,23,1,1,1,1
LinguisticsNerd,37,LinguisticsNerd37,1,37,38,197.8684211,246.6190476,21,2,10,4,2,1,23,1,1,1,1
MaggieHood19,37,MaggieHood1937,1,39,9,1233.555556,1825.8,5,0,1,2,3,1,23,1,1,1,1
Mattwithoutabat,37,Mattwithoutabat37,1,38,44,660.6818182,506.1875,16,2,18,6,1,1,23,1,1,1,1
Mcm3589,37,Mcm358937,1,31,23,584.5652174,1271.6,5,0,11,6,2,1,23,1,1,1,-1
Niceandcoolperson,37,Niceandcoolperson37,1,40,19,139.3157895,187.2222222,9,0,9,0,2,1,23,1,1,1,1
Rspiegelman,37,Rspiegelman37,1,32,36,489.1111111,843.4705882,17,4,9,5,2,1,23,1,1,1,1
Seflores,37,Seflores37,1,37,22,356.8636364,240,10,2,7,2,2,1,23,1,1,1,1
TexanBackpacker,37,TexanBackpacker37,1,46,41,134.804878,123.04,25,1,12,1,2,1,23,1,1,1,-1
ThePartyTurtle,37,ThePartyTurtle37,1,37,17,426.0588235,739.3333333,6,1,5,2,2,1,23,1,1,1,1
Victoriakyoung,37,Victoriakyoung37,1,38,30,325.5,648.2727273,11,1,7,10,2,1,23,1,1,1,-1
Zacharyb94,37,Zacharyb9437,1,37,17,436.3529412,636.5555556,9,1,3,3,3,1,23,1,1,1,1
Zachman1095,37,Zachman109537,1,35,30,442.1333333,269.9090909,11,12,1,4,1,1,23,1,1,1,1
Abhat198,40,Abhat19840,1,22,67,175.880597,276.1,20,3,43,0,1,1,51,1,1,1,-1
Agupta27,40,Agupta2740,1,20,147,67.62585034,0,0,0,119,27,0,1,51,1,1,1,1
Ahmad.saad.khan,40,Ahmad.saad.khan40,1,4,2,87.5,0,0,0,1,0,0,1,51,1,1,1,1
Akshay nayak24,40,Akshay nayak2440,1,59,25,439.04,0,0,0,23,0,0,1,51,1,1,1,1
Aniketdhuri,40,Aniketdhuri40,1,14,3,68,0,0,0,2,0,0,1,51,1,1,1,1
Anuragslp1,40,Anuragslp140,1,41,36,219.8333333,249.2413793,29,2,3,0,1,1,51,1,1,1,1
Arvindlm,40,Arvindlm40,1,21,11,304.3636364,393.375,8,0,2,0,1,1,51,1,1,1,1
Bghagar,40,Bghagar40,1,69,28,127.2142857,119.6363636,22,0,2,3,1,1,51,1,1,1,1
Ddefisher,40,Ddefisher40,1,23,13,106.9230769,0,0,1,7,3,0,1,51,1,1,1,1
Dsonawa,40,Dsonawa40,1,19,26,120.4615385,134.4166667,12,1,7,3,1,1,51,1,1,1,1
Ewhorton,40,Ewhorton40,1,235,11,1157,2502.4,5,0,5,0,1,1,51,1,1,1,1
Fatuglypanda,40,Fatuglypanda40,1,15,17,594.2352941,0,0,0,15,0,0,1,51,1,1,1,1
Fgy31775288,40,Fgy3177528840,1,24,86,245.3023256,269.8666667,75,6,3,1,1,1,51,1,1,1,-1
Gshah2,40,Gshah240,1,22,43,235,227.5263158,38,1,3,0,2,1,51,1,1,1,-1
Gsrajadh,40,Gsrajadh40,1,22,38,130.5526316,0,0,0,37,0,0,1,51,1,1,1,1
Hguan2,40,Hguan240,1,10,9,576,978,5,0,3,0,1,1,51,1,1,1,1
